frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
3,4.01,4.11,2.72,2.72,7.1,1.24,14.75,-0.15,0.079,-0.02
4,4.04,4.12,2.68,2.68,7.01,1.25,14.68,-0.14,0.074,-0.02
5,4.02,4.12,2.7,2.7,6.98,1.32,14.72,-0.13,0.065,-0.01
6,4.0,4.1,2.73,2.71,7.01,1.28,14.68,-0.13,0.059,-0.01
7,4.0,4.09,2.62,2.61,6.94,1.59,14.72,-0.1,0.053,0.0
8,3.96,4.06,2.75,2.73,6.89,1.45,14.65,-0.08,0.046,0.0
9,4.02,4.07,2.71,2.72,6.93,1.99,14.85,-0.06,0.048,0.01
10,4.04,4.1,2.73,2.73,6.95,2.3,14.95,-0.05,0.047,0.02
11,3.94,4.01,2.98,2.97,6.96,1.89,15.05,-0.06,0.046,0.01
12,3.93,4.0,2.96,2.97,6.89,2.24,15.27,-0.05,0.038,0.01
13,3.98,4.04,2.89,2.91,6.89,2.56,15.23,-0.05,0.034,0.02
14,3.99,4.03,2.95,2.95,6.9,1.99,15.17,-0.04,0.028,0.02
15,4.11,4.16,2.77,2.77,6.92,2.14,15.17,-0.03,0.027,0.01
16,3.93,3.99,3.06,3.07,7.0,1.98,15.35,-0.04,0.019,0.01
17,4.04,4.08,2.93,2.94,6.97,2.14,15.26,-0.03,0.018,0.01
18,4.15,4.18,2.88,2.86,6.77,2.24,15.06,-0.03,0.019,0.02
19,4.09,4.12,2.86,2.84,6.77,1.98,14.94,-0.04,0.017,0.02
20,4.03,4.08,2.88,2.88,6.72,1.85,14.94,-0.03,0.017,0.01
21,4.06,4.09,2.98,2.96,6.62,1.78,14.65,-0.02,0.018,0.01
22,4.03,4.06,2.97,2.97,6.73,1.51,14.79,-0.02,0.019,0.0
23,4.14,4.19,2.76,2.74,6.73,1.45,14.73,-0.04,0.021,0.01
24,4.07,4.14,2.84,2.84,6.8,1.7,14.84,-0.04,0.02,0.0
25,4.05,4.09,2.87,2.87,6.85,1.66,14.76,-0.05,0.025,0.01
26,4.04,4.11,2.8,2.8,6.85,1.72,14.77,-0.07,0.024,0.01
27,4.09,4.16,2.78,2.76,6.83,1.9,14.76,-0.06,0.028,0.01
28,3.97,4.05,3.01,3.01,6.85,1.57,14.79,-0.06,0.022,0.01
29,4.13,4.2,2.71,2.72,6.86,1.85,14.9,-0.05,0.027,0.01
30,4.01,4.07,2.99,2.99,6.82,1.7,14.82,-0.05,0.024,0.01
31,4.03,4.08,2.88,2.89,6.83,1.8,14.9,-0.04,0.029,0.0
32,4.03,4.08,2.88,2.89,6.83,1.8,14.9,-0.04,0.029,0.0
33,4.13,4.18,2.76,2.74,6.83,1.93,14.76,-0.05,0.032,0.0
34,4.13,4.18,2.76,2.74,6.83,1.93,14.76,-0.05,0.032,0.0
35,3.97,4.05,3.0,3.01,6.82,1.87,14.83,-0.05,0.026,0.0
36,3.97,4.03,3.07,3.07,6.84,1.78,14.8,-0.04,0.028,0.0
37,3.98,4.04,3.01,3.03,6.85,2.15,14.8,-0.04,0.028,0.0
38,4.04,4.07,2.97,2.95,6.81,1.81,14.48,-0.01,0.032,-0.02
39,4.11,4.16,2.72,2.71,6.8,1.92,14.55,-0.01,0.033,-0.02
40,4.06,4.11,2.88,2.9,6.89,2.15,14.9,0.0,0.041,-0.02
41,4.14,4.18,2.66,2.7,6.86,2.64,14.88,0.03,0.055,-0.03
42,4.26,4.32,2.59,2.64,6.83,2.44,14.91,0.03,0.06,-0.03
43,4.34,4.41,2.46,2.5,6.76,2.38,14.85,0.05,0.064,-0.04
44,4.3,4.35,2.53,2.6,6.77,2.29,14.8,0.07,0.06,-0.04
45,4.34,4.38,2.5,2.56,6.69,2.58,14.79,0.09,0.058,-0.04
46,4.34,4.36,2.46,2.51,6.71,2.35,14.68,0.1,0.063,-0.04
47,4.3,4.34,2.49,2.54,6.73,2.3,14.62,0.09,0.055,-0.04
48,4.36,4.39,2.44,2.49,6.67,2.51,14.49,0.1,0.052,-0.03
49,4.3,4.32,2.51,2.56,6.73,2.3,14.54,0.09,0.044,-0.01
50,4.29,4.3,2.66,2.71,6.72,2.14,14.71,0.07,0.039,0.0
51,4.29,4.32,2.6,2.64,6.71,1.96,14.8,0.05,0.035,0.0
52,4.36,4.47,2.48,2.51,6.71,1.51,14.66,0.02,0.043,0.0
53,4.4,4.55,2.31,2.32,6.79,1.66,14.75,-0.02,0.056,0.01
54,4.22,4.28,2.33,2.4,6.99,1.44,15.14,-0.08,0.066,0.02
55,4.22,4.28,2.33,2.4,6.99,1.44,15.14,-0.08,0.066,0.02
56,4.18,4.29,2.32,2.39,6.99,1.25,15.01,-0.15,0.07,0.04
57,4.13,4.24,2.31,2.36,6.93,1.32,14.86,-0.19,0.075,0.05
58,4.08,4.2,2.26,2.32,7.04,1.17,14.87,-0.23,0.075,0.05
59,4.09,4.19,2.23,2.3,6.98,1.32,14.77,-0.25,0.081,0.05
60,4.03,4.1,2.23,2.29,6.99,0.77,14.77,-0.27,0.087,0.04
61,3.98,4.04,2.43,2.46,7.0,0.61,15.01,-0.28,0.09,0.02
62,3.95,4.04,2.52,2.53,6.94,0.7,14.99,-0.27,0.085,0.01
63,3.99,4.06,2.51,2.52,6.88,0.79,14.99,-0.24,0.086,0.01
64,4.01,4.08,2.68,2.69,6.89,0.94,15.02,-0.27,0.078,0.01
65,3.99,4.05,2.59,2.61,6.83,1.19,14.8,-0.3,0.086,0.02
66,3.94,4.0,2.67,2.7,6.9,1.3,14.71,-0.33,0.091,0.02
67,3.94,4.01,2.58,2.61,6.97,1.26,14.82,-0.34,0.088,0.02
68,3.97,4.04,2.59,2.61,6.97,1.3,14.83,-0.35,0.09,0.03
69,3.99,4.04,2.64,2.67,6.92,1.36,14.76,-0.34,0.081,0.03
70,3.99,4.06,2.45,2.47,6.89,1.44,15.04,-0.34,0.086,0.02
71,4.01,4.05,2.59,2.62,6.88,1.17,14.84,-0.34,0.085,0.02
72,3.98,4.04,2.62,2.65,6.81,1.47,14.77,-0.33,0.083,0.01
73,4.01,4.06,2.65,2.68,6.83,1.17,14.68,-0.34,0.083,0.02
74,4.01,4.07,2.57,2.6,6.81,1.38,14.36,-0.33,0.088,0.02
75,4.02,4.09,2.64,2.67,6.79,1.62,14.43,-0.31,0.084,0.02
76,4.03,4.1,2.59,2.62,6.82,1.45,14.49,-0.3,0.084,0.02
77,4.04,4.11,2.61,2.63,6.77,1.55,14.45,-0.3,0.088,0.02
78,4.01,4.1,2.71,2.73,6.86,1.59,14.8,-0.29,0.085,0.02
79,4.02,4.1,2.58,2.6,6.82,1.43,14.55,-0.27,0.085,0.01
80,4.03,4.12,2.65,2.68,6.83,1.48,14.7,-0.25,0.084,0.01
81,4.05,4.14,2.57,2.61,6.75,1.49,14.7,-0.22,0.079,0.01
82,4.08,4.14,2.59,2.62,6.8,1.24,14.72,-0.21,0.079,0.01
83,4.07,4.14,2.66,2.71,6.8,1.14,14.61,-0.19,0.076,0.01
84,4.11,4.17,2.59,2.63,6.78,1.4,14.56,-0.19,0.076,0.01
85,4.09,4.18,2.65,2.7,6.76,1.58,14.51,-0.17,0.074,0.0
86,4.1,4.17,2.7,2.75,6.77,1.78,14.47,-0.18,0.074,0.01
87,4.1,4.16,2.65,2.7,6.82,1.56,14.38,-0.19,0.078,0.0
88,4.05,4.12,2.71,2.76,6.83,1.24,14.43,-0.2,0.083,0.0
89,4.05,4.12,2.71,2.76,6.83,1.24,14.43,-0.2,0.083,0.0
90,4.02,4.07,2.74,2.79,6.86,1.05,14.41,-0.24,0.087,0.01
1,3.92,3.98,2.66,2.71,6.98,1.13,14.56,-0.3,0.093,0.02
2,3.9,3.95,2.61,2.64,7.08,0.93,14.64,-0.35,0.094,0.02
3,3.9,3.95,2.62,2.66,6.93,1.12,14.7,-0.37,0.094,0.02
4,3.94,3.97,2.58,2.62,6.92,1.14,14.82,-0.39,0.094,0.03
5,3.91,3.97,2.56,2.59,6.98,1.14,14.82,-0.38,0.095,0.02
6,3.93,4.0,2.6,2.63,6.92,1.22,14.72,-0.36,0.095,0.02
7,3.94,4.0,2.71,2.73,6.91,1.62,14.83,-0.34,0.097,0.02
